user_text,error_type
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 160,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 170,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 180,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 190,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 200,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 210,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 220,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 230,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 240,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair 250,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
general repair problem,General Repair
my general repair,General Repair
general repair problem,General Repair
